
1,128007,Harsha,Computer,22:00:16,03/05/2023,Present
None,None,None,None,09:17:46,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:47,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:48,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:49,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:50,04/05/2023,Present
None,None,None,None,09:17:51,04/05/2023,Present
None,None,None,None,09:17:51,04/05/2023,Present
None,None,None,None,09:17:51,04/05/2023,Present
None,None,None,None,09:17:51,04/05/2023,Present
None,None,None,None,09:17:51,04/05/2023,Present
None,None,None,None,09:17:51,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:52,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:53,04/05/2023,Present
None,None,None,None,09:17:54,04/05/2023,Present
None,None,None,None,09:17:54,04/05/2023,Present
None,None,None,None,09:17:54,04/05/2023,Present
None,None,None,None,09:17:54,04/05/2023,Present
None,None,None,None,09:17:54,04/05/2023,Present
None,None,None,None,09:17:54,04/05/2023,Present
None,None,None,None,09:17:55,04/05/2023,Present
None,None,None,None,09:17:55,04/05/2023,Present
None,None,None,None,09:17:55,04/05/2023,Present
